0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0.00508000000000024
148,0.0101600000000005
149,0.0152400000000007
150,0.020320000000001
151,0.0254000000000012
152,0.0285750000000013
153,0.0317500000000015
154,0.0349250000000016
155,0.0381000000000018
156,0.0412750000000019
157,0.0444500000000021
158,0.0476250000000022
159,0.0508000000000024
160,0.0544285714285735
161,0.0580571428571446
162,0.0616857142857157
163,0.0653142857142868
164,0.0689428571428579
165,0.072571428571429
166,0.0762
167,0.0812800000000003
168,0.0863600000000005
169,0.0914400000000008
170,0.096520000000001
171,0.101600000000001
172,0.107950000000002
173,0.114300000000002
174,0.120650000000002
175,0.127000000000002
176,0.135466666666668
177,0.143933333333334
178,0.1524
179,0.160866666666667
180,0.169333333333334
181,0.177800000000001
182,0.186266666666668
183,0.194733333333335
184,0.203200000000002
185,0.211666666666668
186,0.220133333333334
187,0.2286
188,0.23368
189,0.238760000000001
190,0.243840000000001
191,0.248920000000001
192,0.254000000000001
193,0.262466666666668
194,0.270933333333335
195,0.279400000000003
196,0.287866666666668
197,0.296333333333334
198,0.3048
199,0.31115
200,0.317500000000001
201,0.323850000000001
202,0.330200000000001
203,0.335280000000002
204,0.340360000000002
205,0.345440000000002
206,0.350520000000002
207,0.355600000000003
208,0.360680000000002
209,0.365760000000002
210,0.370840000000001
211,0.375920000000001
212,0.381
213,0.389466666666667
214,0.397933333333334
215,0.406400000000001
216,0.411480000000002
217,0.416560000000002
218,0.421640000000002
219,0.426720000000002
220,0.431800000000003
221,0.438150000000002
222,0.444500000000001
223,0.450850000000001
224,0.4572
225,0.465666666666667
226,0.474133333333334
227,0.482600000000001
228,0.487680000000002
229,0.492760000000002
230,0.497840000000002
231,0.502920000000002
232,0.508000000000003
233,0.513080000000002
234,0.518160000000002
235,0.523240000000001
236,0.528320000000001
237,0.5334
238,0.539750000000001
239,0.546100000000001
240,0.552450000000001
241,0.558800000000002
242,0.563033333333335
243,0.567266666666669
244,0.571500000000002
245,0.575733333333336
246,0.579966666666669
247,0.584200000000003
248,0.590550000000002
249,0.596900000000002
250,0.603250000000001
251,0.6096
252,0.614680000000001
253,0.619760000000001
254,0.624840000000001
255,0.629920000000001
256,0.635000000000002
257,0.641350000000002
258,0.647700000000002
259,0.654050000000002
260,0.660400000000003
261,0.664633333333336
262,0.668866666666669
263,0.673100000000002
264,0.677333333333335
265,0.681566666666667
266,0.6858
267,0.690880000000001
268,0.695960000000001
269,0.701040000000001
270,0.706120000000001
271,0.711200000000002
272,0.716280000000002
273,0.721360000000002
274,0.726440000000002
275,0.731520000000003
276,0.736600000000003
277,0.740833333333336
278,0.745066666666669
279,0.749300000000002
280,0.753533333333334
281,0.757766666666668
282,0.762
283,0.766233333333334
284,0.770466666666668
285,0.774700000000001
286,0.778933333333335
287,0.783166666666668
288,0.787400000000002
289,0.792480000000002
290,0.797560000000002
291,0.802640000000002
292,0.807720000000003
293,0.812800000000003
294,0.817880000000002
295,0.822960000000002
296,0.828040000000001
297,0.833120000000001
298,0.838200000000001
299,0.841828571428572
300,0.845457142857144
301,0.849085714285715
302,0.852714285714287
